Title,URL,Description,Regulation Number,Sector,Sub Sector,Regulation Type,Year,status
Bentuk dan Tata Cara Penyampaian Laporan Hasil Pengawasan Dewan Pengawas Syariah pada Perusahaan Asuransi atau Perusahaan Reasuransi yang Menyelenggarakan Seluruh atau Sebagian Usahanya dengan Prinsip Syariah,/id/regulasi/Pages/Bentuk-dan-Tata-Cara-Penyampaian-Laporan-Hasil-Pengawasan-Dewan-Pengawas-Syariah-pada-Perusahaan-Asuransi-atau-Perusahaan.aspx,​Peraturan Ketua Bapepam-LK Nomor: PER-08/BL/2011 tentang Bentuk dan Tata Cara Penyampaian Laporan Hasil Pengawasan Dewan Pengawas Syariah pada Perusahaan Asuransi/Perusahaan Reasuransi.,PER-08/BL/2011,IKNB,Asuransi,Peraturan Bapepam,2011,Success
Peraturan BAPEPAM tentang Bentuk dan Tata Cara Penyampaian Laporan Hasil Pengawasan Dewan pengawas Syariah pada Perusahaan Asuransi atau Perusahaan Reasuransi yang Menyelenggarakan Seluruh atau Sebagian Usahanya dengan Prinsip Syariah,/id/regulasi/Pages/Peraturan-BAPEPAM-tentang-Bentuk-dan-Tata-Cara-Penyampaian-Laporan-Hasil-Pengawasan-Dewan-pengawas-Syariah.aspx,Peraturan BAPEPAM tentang Bentuk dan Tata Cara Penyampaian Laporan Hasil Pengawasan Dewan pengawas Syariah pada Perusahaan Asuransi atau Perusahaan Reasuransi yang Menyelenggarakan Seluruh atau Sebagian Usahanya dengan Prinsip Syariah,PER- 08 /BL/2011,IKNB,"IKNB Syariah, Asuransi",Peraturan Bapepam,2011,Success
X. K2. Penyampaian Laporan Keuangan Berkala Emiten atau Perusahaan Publik Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,/id/regulasi/Pages/BAPEPAM-XK2-tentang-Penyampaian-Laporan-Keuangan-Berkala-Emiten-atau-Perusahaan-Publik.aspx,X. K2. Penyampaian Laporan Keuangan Berkala Emiten atau Perusahaan Publik Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,KEP-346/BL/2011,Pasar Modal,Emiten dan Perusahaan Publik,Klasifikasi Bapepam,2011,Success
IX. H1. Pengambilalihan Perusahaan Terbuka Berdasarkan Keputusan Ketua Badan Pengawasan Pasar Modal dan Lembaga Keuangan,/id/regulasi/Pages/BAPEPAM-IXH1-tentang-Pengambilalihan-Perusahaan-Terbuka.aspx,IX. H1. Pengambilalihan Perusahaan Terbuka Berdasarkan Keputusan Ketua Badan Pengawasan Pasar Modal dan Lembaga Keuangan,KEP-264/BL/2011,Pasar Modal,Emiten dan Perusahaan Publik,Klasifikasi Bapepam,2011,Success
IX. F1. Penawaran Tender Sukarela Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,/id/regulasi/Pages/BAPEPAM-IXF1-tentang-Penawaran-Tender-Sukarela.aspx,IX. F1. Penawaran Tender Sukarela Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,KEP-263/BL/2011,Pasar Modal,Emiten dan Perusahaan Publik,Klasifikasi Bapepam,2011,Success
Surat Edaran Bank Indonesia perihal Batas Maksimum Penyaluran Dana Bank Pembiayaan Rakyat Syariah,/id/regulasi/Pages/SEBI-perihal-Batas-Maksimum-Penyaluran-Dana-Bank-Pembiayaan-Rakyat-Syariah.aspx,Surat Edaran Bank Indonesia perihal Batas Maksimum Penyaluran Dana Bank Pembiayaan Rakyat Syariah,13/17/DPbS,"Perbankan, Syariah","Bank Umum, Perbankan Syariah",SEBI,2011,Success
Surat Edaran Bank Indonesia perihal Perubahan Surat Edaran Bank Indonesia Nomor 10/35/DPbS Tanggal 22 Oktober 2008 tentang Rekonstrukturisasi Pembiayaan bagi Rakyat Syariah,/id/regulasi/Pages/SEBI-perihal-Perubahan-SEBI-tentang-Rekonstrukturisasi-Pembiayaan-bagi-Rakyat-Syariah.aspx,Surat Edaran Bank Indonesia perihal Perubahan Surat Edaran Bank Indonesia Nomor 10/35/DPbS Tanggal 22 Oktober 2008 tentang Rekonstrukturisasi Pembiayaan bagi Rakyat Syariah,13/16/DPbS,"Perbankan, Syariah",Perbankan Syariah,SEBI,2011,Success
Surat Edaran Bank Indonesia perihal Laporan Bulanan Pembiayaan Rakyat Syariah,/id/regulasi/Pages/SEBI-perihal-Laporan-Bulanan-Pembiayaan-Rakyat-Syariah.aspx,Surat Edaran Bank Indonesia perihal Laporan Bulanan Pembiayaan Rakyat Syariah,13/15/DPbS,"Perbankan, Syariah","Bank Umum, BPR, Perbankan Syariah",SEBI,2011,Success
Surat Edaran Bank Indonesia perihal Perubahan atas Surat Edaran Bank Indonesia Nomor 10/34/DPbS tentang Rekonstruksi Pembiayaan bagi Bank Umum Syariah dan Unit Usaha Syariah,/id/regulasi/Pages/SEBI-perihal-Perubahan-atas-SEBI-tentang-Rekonstruksi-Pembiayaan-bagi-BUS-dan-UUS.aspx,Surat Edaran Bank Indonesia perihal Perubahan atas Surat Edaran Bank Indonesia Nomor 10/34/DPbS tentang Rekonstruksi Pembiayaan bagi Bank Umum Syariah dan Unit Usaha Syariah,13/18/DPbS,"Perbankan, Syariah","Bank Umum, Perbankan Syariah",SEBI,2011,Success
Surat Edaran Bank Indonesia tentang Batas Maksimum Penyaluran Dana Bank Pembiayaan Rakyat,/id/regulasi/Pages/SEBI-tentang-Batas-Maksimum-Penyaluran-Dana-Bank-Pembiayaan-Rakyat.aspx,Surat Edaran Bank Indonesia tentang Batas Maksimum Penyaluran Dana Bank Pembiayaan Rakyat,13/ 17 /DPbS,"Perbankan, Syariah",Perbankan Syariah,SEBI,2011,Success
Surat Edaran Bank Indonesia tentang Perubahan atas Surat Edaran Bank Indonesia Nomor 10/34/DPbS tanggal 22 Oktober 2008 tentang Restrukturisasi Pembiayaan bagi Bank Umum Syariah dan Unit Usaha Syariah,/id/regulasi/Pages/SEBI-tentang-Perubahan-atas-Surat-Edaran-Bank-Indonesia-Nomor-1034DPbS-tanggal-22-Oktober-2008-tentang-Restrukturisasi-Pe.aspx,Surat Edaran Bank Indonesia tentang Perubahan atas Surat Edaran Bank Indonesia Nomor 10/34/DPbS tanggal 22 Oktober 2008 tentang  Restrukturisasi Pembiayaan bagi Bank Umum Syariah dan Unit Usaha Syariah,13/ 18 / DPbS,"Perbankan, Syariah","Bank Umum, Perbankan Syariah",SEBI,2011,Success
Surat Edaran Bank Indonesia tentang Laporan Bulanan Bank Pembiayaan Rakyat Syariah,/id/regulasi/Pages/SEBI-tentang-Laporan-Bulanan-Bank-Pembiayaan-Rakyat-Syariah.aspx,Surat Edaran Bank Indonesia tentang Laporan Bulanan Bank Pembiayaan Rakyat Syariah,13/ 15 /DPbS,"Perbankan, Syariah","Bank Umum, BPR, Perbankan Syariah",SEBI,2011,Success
Surat Edaran Bank Indonesia tentang Perubahan atas Surat Edaran Bank Indonesia Nomor 10/35/DPbS tanggal 22 Oktober 2008 tentang Restrukturisasi Pembiayaan bagi Bank Pembiayaan Rakyat Syariah,/id/regulasi/Pages/SEBI-tentang-Perubahan-atas-SEBI-Nomor-1035DPbS-tanggal-22-Oktober-2008-tentang-Restrukturisasi-Pembiayaan.aspx,Surat Edaran Bank Indonesia tentang Perubahan atas Surat Edaran Bank Indonesia Nomor 10/35/DPbS tanggal 22 Oktober 2008 tentang Restrukturisasi Pembiayaan bagi Bank Pembiayaan Rakyat Syariah,13/ 16 / DPbS,"Perbankan, Syariah","Bank Umum, BPR, Perbankan Syariah",SEBI,2011,Success
Surat Edaran Bank Indonesia perihal Penerapan Program Anti Pencucian Uang dan Pencegahan Pendanaan Terorisme bagi Bank Perkreditan Rakyat dan Bank Perkreditan Rakyat Syariah,/id/regulasi/Pages/SEBI-perihal-Penerapan-Program-Anti-Pencucian-Uang-dan-Pencegahan-Pendanaan-Terorisme-bagi-BPR-dan-BPRS.aspx,Surat Edaran Bank Indonesia perihal Penerapan Program Anti Pencucian Uang dan Pencegahan Pendanaan Terorisme bagi Bank Perkreditan Rakyat dan Bank Perkreditan Rakyat Syariah,13/14/DKBU,"Perbankan, Syariah","BPR, Perbankan Syariah",SEBI,2011,Success
Surat Edaran Bank Indonesia tentang Penerapan Program Anti Pencucian Uang dan Pencegahan Pendanaan Terorisme bagi Bank Perkreditan Rakyat dan Bank Pembiayaan Rakyat Syariah,/id/regulasi/Pages/SEBI-tentang-Penerapan-Program-Anti-Pencucian-Uang-dan-Pencegahan-Pendanaan-Terorisme-bagi-Bank-Perkreditan-Rakyat-dan-Bank.aspx,Surat Edaran Bank Indonesia tentang Penerapan Program Anti Pencucian Uang dan Pencegahan Pendanaan Terorisme bagi Bank Perkreditan Rakyat dan Bank Pembiayaan Rakyat Syariah,13/ 14 /DKBU,"Perbankan, Syariah","Bank Umum, BPR, Perbankan Syariah",SEBI,2011,Success
Bentuk dan Susunan Laporan Serta Pengumuman Laporan Usaha Asuransi dan Usaha Reasuransi dengan Prinsip Syariah,/id/regulasi/Pages/Bentuk-dan-Susunan-Laporan-Serta-Pengumuman-Laporan-Usaha-Asuransi-dan-Usaha-Reasuransi-dengan-Prinsip-Syariah.aspx,​Peraturan Ketua Bapepam-LK Nomor:PER-06/BL/2011 tentang Bentuk dan Susunan Laporan Serta Pengumuman Laporan Usaha Asuransi dan Usaha Reasuransi dengan Prinsip Syariah.,PER-06/BL/2011,IKNB,IKNB Syariah,Peraturan Bapepam,2011,Success
Pedoman Perhitungan Jumlah Dana yang Diperlukan untuk Mengantisipasi Risiko Kerugian Pengelolaan Dana Tabarru' dan Perhitungan Jumlah Dana yang Harus Disediakan Perusahaan untuk Mengantisipasi Risiko Kerugian yang Mungkin Timbul,/id/regulasi/Pages/Pedoman-Perhitungan-Jumlah-Dana-yang-Diperlukan-untuk-Mengantisipasi-Risiko-Kerugian-Pengelolaan-Dana-Tabarru'-dan-Perhitun.aspx,Peraturan Ketua Bapepam-LK Nomor: PER-07/BL/2011  tentang Pedoman Perhitungan Jumlah Dana yang Diperlukan untuk Mengantisipasi Risiko Kerugian Pengelolaan Dana Tabarru' dan Perhitungan Jumlah Dana yang Harus Disediakan Perusahaan,PER-07/BL/2011,IKNB,"Asuransi, Peraturan Lainnya",Peraturan Bapepam,2011,Success
Peraturan BAPEPAM tentang Pedoman Perhitungan Jumlah Dana yang Diperlukan untuk Mengantisipasi Risiko Kerugian Pengelolaan Dana Tabarru' dan Perhitungan Jumlah Dana yang Harus Disediakan Perusahaan untuk Mengantisipasi Risiko Ketugian yang Mungkin Timbul,/id/regulasi/Pages/Peraturan-BAPEPAM-tentang-Pedoman-Perhitungan-Jumlah-Dana-yang-Diperlukan-untuk-Mengantisipasi-Risiko-Kerugian.aspx,Peraturan BAPEPAM tentang Pedoman Perhitungan Jumlah Dana yang Diperlukan untuk Mengantisipasi Risiko Kerugian Pengelolaan Dana Tabarru' dan Perhitungan Jumlah Dana yang Harus Disediakan Perusahaan untuk Mengantisipasi Risiko Ketugian yang Mungkin Timbul,PER-07/BL/2011,IKNB,"IKNB Syariah, Asuransi",Peraturan Bapepam,2011,Success
Peraturan Menteri Keuangan Nomor 79/PMK.010/2012 tentang Kesehatan Keuangan Badan Penyelenggara Program Tabungan Hari Tua Pegawai Negeri Sipil,/id/regulasi/Pages/PMK-Nomor-79PMK.010-Tahun-2012-tentang-Kesehatan-Keuangan-Badan-Penyelenggara-Program-Tabungan-Hari-Tua-PNS-.aspx,Peraturan Menteri Keuangan Nomor 79/PMK.010/2012 tentang Kesehatan Keuangan Badan Penyelenggara Program Tabungan Hari Tua Pegawai Negeri Sipil,79/PMK.010/2012,IKNB,Dana Pensiun,Peraturan/Keputusan Mentri,2011,Success
Pedoman Pelaksanaan Penerapan Prinsip Mengenal Nasabah bagi Perusahaan Pembiayaan,/id/regulasi/Pages/Pedoman-Pelaksanaan-Penerapan-Prinsip-Mengenal-Nasabah-bagi-Perusahaan-Pembiayaan.aspx,​Peraturan Ketua Bapepam-LK Nomor: PER-05/BL/2011 tentang Pedoman Pelaksanaan Penerapan Prinsip Mengenal Nasabah bagi Perusahaan Pembiayaan.,PER-05/BL/2011,IKNB,Lembaga Pembiayaan,"Undang-Undang, Peraturan Bapepam",2011,Success
Peraturan Bank Indonesia tentang Penilaian Kualitas Aktiva bagi Bank Pembiayaan Rakyat Syariah,/id/regulasi/Pages/PBI-tentang-Penilaian-Kualitas-Aktiva-bagi-Bank-Pembiayaan-Rakyat-Syariah.aspx,Peraturan Bank Indonesia tentang Penilaian Kualitas Aktiva bagi Bank Pembiayaan Rakyat Syariah,13/14/PBI/2011,"Perbankan, Syariah","Bank Umum, Perbankan Syariah",PPBI,2011,Success
Undang-Undang Republik Indonesia tentang Transfer Dana,/id/regulasi/Pages/UU-Republik-Indonesia-tentang-Transfer-Dana.aspx,Undang-Undang Republik Indonesia tentang Transfer Dana,3 Tahun 2011,Perbankan,"Bank Umum, BPR, Perbankan Syariah",Undang-Undang,2011,Success
Peraturan BAPEPAM tentang Referensi Unsur Premi Murni serta Unsur Biaya Administrasi dan Biaya Umum Lainnya pada Lini Usaha Asuransi Kendaraan Bermotor Tahun 2011,/id/regulasi/Pages/Peraturan-BAPEPAM-tentang-Referensi-Unsur-Premi-Murni-serta-Unsur-Biaya-Administrasi-dan-Biaya-Umum-Lainnya.aspx,Peraturan BAPEPAM tentang Referensi Unsur Premi Murni serta Unsur Biaya Administrasi dan Biaya Umum Lainnya pada Lini Usaha Asuransi Kendaraan Bermotor Tahun 2011,PER- 04/BL/2011,IKNB,Asuransi,Peraturan Bapepam,2011,Success
Peraturan Bank Indonesia tentang Pencabutan Peraturan Bank Indonesia Nomor 3/2/PBI/2001 tentang Pemberian Kredit Usaha Kecil dan Surat Edaran Bank Indonesia Nomor 3/9/BKR Perihal Petunjuk Pelaksanaan Pemberian Kredit Usaha Kecil ,/id/regulasi/Pages/PBI-tentang-Pencabutan-atas-PBI-Nomor-32PBI2001-tentang-Pemberian-Kredit-Usaha-Kecil-dan-SEBI-Nomor-39BKR-.aspx,Peraturan Bank Indonesia tentang Pencabutan Peraturan Bank Indonesia Nomor 3/2/PBI/2001 tentang Pemberian Kredit Usaha Kecil dan Surat Edaran Bank Indonesia Nomor 3/9/BKR Perihal Petunjuk Pelaksanaan Pemberian Kredit Usaha Kecil,13/ 11 /PBI/2011,Perbankan,"Bank Umum, BPR",PPBI,2011,Success
Peraturan Bank Indonesia tentang Perubahan atas Peraturan Bank Indonesia Nomor 12/19/PBI/2010 tentang Giro Wajib Minimum Bank Umum pada Bank Indonesia,/id/regulasi/Pages/PBI-tentang-Perubahan-atas-PBI-Nomor-1219PBI2010-tentang-Giro-Wajib-Minimum-Bank-Umum-pada-Bank-Indonesia.aspx,Peraturan Bank Indonesia tentang Perubahan atas Peraturan Bank Indonesia Nomor 12/19/PBI/2010 tentang Giro Wajib Minimum Bank Umum pada Bank Indonesia,13/10/PBI/2011,Perbankan,Bank Umum,PPBI,2011,Success
Peraturan Bank Indonesia tentang Perubahan atas Peraturan Bank Indonesia Nomor 10/18/PBI/2009 tentang Restrukturisasi Pembiayaan bagi Bank Syaria dan Unit Usaha Syariah,/id/regulasi/Pages/PBI-tentang-Perubahan-atas-PBI-Nomor-1018PBI2009-tentang-Restrukturisasi-Pembiayaan-bagi-Bank-Syariah-.aspx,Peraturan Bank Indonesia tentang Perubahan atas Peraturan Bank Indonesia Nomor 10/18/PBI/2009 tentang Restrukturisasi Pembiayaan bagi Bank Syaria dan Unit Usaha Syariah,13/9/PBI/2011,"Perbankan, Syariah","Bank Umum, Perbankan Syariah",PPBI,2011,Success
Peraturan Menteri Keuangan tentang Pengesahan Pendirian Dana Pensiun Lembaga Keuangan dan Perubahan Peraturan Dana Pensiun dari Dana Pensiun Lembaga Keuangan,/id/regulasi/Pages/PMK-Nomor-21.PMK.010.2011.aspx,Peraturan Menteri Keuangan  tentang Pengesahan Pendirian Dana Pensiun Lembaga Keuangan dan Perubahan Peraturan Dana Pensiun dari Dana Pensiun Lembaga Keuangan,21/PMK.010/2011,IKNB,Dana Pensiun,Peraturan/Keputusan Mentri,2011,Success
Peraturan Bank Indonesia tentang Tindak Lanjut Penanganan terhadap Bank Pembiayaan Rakyat Syariah dalam Status Pengawasan Khusus,/id/regulasi/Pages/PBI-tentang-Tindak-Lanjut-Penanganan-terhadap-Bank-Pembiayaan-Rakyat-Syariah-dalam-Status-Pengawasan-Khusus-2011.aspx,Peraturan Bank Indonesia tentang Tindak Lanjut Penanganan terhadap Bank Pembiayaan Rakyat Syariah dalam Status Pengawasan Khusus,13/ 6 /PBI/2011,"Perbankan, Syariah","Bank Umum, Perbankan Syariah",PPBI,2011,Success
Peraturan Bank Indonesia tentang Tindak Lanjut Penanganan terhadap Bank Pembiayaan Rakyat Syariah dalam Status Pengawasan Khusus,/id/regulasi/Pages/PBI-tentang-Tindak-Lanjut-Penanganan-terhadap-Bank-Pembiayaan-Rakyat-Syariah-dalam-Status-Pengawasan-Khusus.aspx,Peraturan Bank Indonesia tentang Tindak Lanjut Penanganan terhadap Bank Pembiayaan Rakyat Syariah dalam Status Pengawasan Khusus,13/ 6 /PBI/2011,"Perbankan, Syariah","Bank Umum, Perbankan Syariah",PPBI,2011,Success
Pedoman Pemeriksaan Lembaga Pembiayaan Ekspor Indonesia​,/id/regulasi/Pages/Pedoman-Pemeriksaan-Lembaga-Pembiayaan-Ekspor-Indonesia%e2%80%8b.aspx,​Peraturan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan Nomor PER-02/BL/2011 tentang Pedoman Pemeriksaan Lembaga Pembiayaan Ekspor Indonesia​.,PER-02/BL/2011,IKNB,Lembaga Pembiayaan,Peraturan Bapepam,2011,Success
Peraturan Bank Indonesia tentang Penetapan Status dan Tindak Lanjut Pengawasan Bank,/id/regulasi/Pages/PBI-tentang-Penetapan-Status-dan-Tindak-Lanjut-Pengawasan-Bank.aspx,Peraturan Bank Indonesia tentang Penetapan Status dan Tindak Lanjut Pengawasan Bank,13/3/PBI/2011,Perbankan,Bank Umum,PPBI,2011,Success
Peraturan Menteri Keuangan Nomor 11/PMK.010/2011 tentang Kesehatan Keuangan Usaha Asuransi dan Usaha Reasuransi dengan Prinsip Syariah,/id/regulasi/Pages/PMK-Nomor-11PMK.010-Tahun-2011-tentang-Kesehatan-Keuangan-Usaha-Asuransi-dan-Usaha-Reasuransi-dengan-Prinsip-Syariah.aspx,Peraturan Menteri Keuangan Nomor 11/PMK.010/2011 tentang Kesehatan Keuangan Usaha Asuransi dan Usaha Reasuransi dengan Prinsip Syariah,11/PMK.010/2011,IKNB,"IKNB Syariah, Asuransi",Peraturan/Keputusan Mentri,2011,Success
Peraturan Bank Indonesia tentang Pelaksanaan Fungsi Kepatuhan Bank Umum,/id/regulasi/Pages/PBI-tentang-Pelaksanaan-Fungsi-Kepatuhan-Bank-Umum.aspx,Peraturan Bank Indonesia tentang Pelaksanaan Fungsi Kepatuhan Bank Umum,13/ 2 /PBI/2011,Perbankan,Bank Umum,PPBI,2011,Success
Peraturan BAPEPAM tentang Pedoman Pelaksanaan Penerapan Prinsip Mengenal Nasabah Bagi Perusahaan Perasuransian,/id/regulasi/Pages/Peraturan-BAPEPAM-tentang-Pedoman-Pelaksanaan-Penerapan-Prinsip-Mengenal-Nasabah-Bagi-Perusahaan-Perasuransian.aspx,Peraturan BAPEPAM tentang Pedoman Pelaksanaan Penerapan Prinsip Mengenal Nasabah Bagi Perusahaan Perasuransian,PER-01/BL/2011,IKNB,Asuransi,Peraturan Bapepam,2011,Success
Peraturan Menteri Keuangan Nomor 01/PMK.010/2011 tentang Perubahan Atas Peraturan Menteri Keuangan Nomor 74/PMK.010/2007 tentang Penyelenggaraan Pertanggungan Asuransi Pada Lini Usaha Asuransi Kendaraan Bermotor,/id/regulasi/Pages/PMK-Nomor-01PMK.010-Tahun-2011-tentang-Perubahan-Atas-PMK-Nomor-74PMK.010-Tahun-2007.aspx,Peraturan Menteri Keuangan Nomor 01/PMK.010/2011 tentang Perubahan Atas Peraturan Menteri Keuangan Nomor 74/PMK.010/2007 tentang Penyelenggaraan Pertanggungan Asuransi Pada Lini Usaha Asuransi Kendaraan Bermotor,01/PMK.010/2011,IKNB,Asuransi,Peraturan/Keputusan Mentri,2011,Success
Peraturan Bank Indonesia tentang Uji Kemampuan dan Kepatutan (Fit and Proper Test),/id/regulasi/Pages/PBI-tentang-Uji-Kemampuan-dan-Kepatutan-(Fit-and-Proper-Test).aspx,Peraturan Bank Indonesia tentang Uji Kemampuan dan Kepatutan (Fit and Proper Test),12/ 23 /PBI/2010,Perbankan,Bank Umum,PPBI,2010,Success
V.B.1. Perizinan Wakil Perusahaan Efek Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,/id/regulasi/Pages/BAPEPAM-VB1-tentang-Perizinan-Wakil-Perusahaan-Efek.aspx,V.B.1. Perizinan Wakil Perusahaan Efek Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,KEP-547/BL/2010,Pasar Modal,"Bank Umum, Wakil Perusahaan Efek",Klasifikasi Bapepam,2010,Success
V.D.4. Pengendalian dan Perlindungan Efek yang Disimpan oleh Perusahaan Efek Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,/id/regulasi/Pages/BAPEPAM-VD4-tentang-Pengendalian-dan-Perlindungan-Efek-yang-Disimpan-oleh-Perusahaan-Efek.aspx,V.D.4. Pengendalian dan Perlindungan Efek yang Disimpan oleh Perusahaan Efek Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,KEP-549/BL/2010,Pasar Modal,Perusahaan Efek,Klasifikasi Bapepam,2010,Success
V.D.3. Pengendalian Internal Perusahaan Efek yang Melakukan Kegiatan Usaha sebagai Perantara Pedagang Efek Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,/id/regulasi/Pages/BAPEPAM-VD3-tentang-Pengendalian-Internal-Perusahaan-Efek-yang-Melakukan-Kegiatan-Usaha-sebagai-Perantara-Pedagang-Efek.aspx,V.D.3. Pengendalian Internal Perusahaan Efek yang Melakukan Kegiatan Usaha sebagai Perantara Pedagang Efek Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,KEP-548/BL/2010,Pasar Modal,Perusahaan Efek,Klasifikasi Bapepam,2010,Success
Peraturan Bank Indonesia tentang Rencana Bisnis Bank,/id/regulasi/Pages/PBI-tentang-Rencana-Bisnis-Bank.aspx,Peraturan Bank Indonesia tentang Rencana Bisnis Bank,12/ 21 /PBI/2010,Perbankan,Bank Umum,PPBI,2010,Success
Peraturan Bank Indonesia tentang Penerapan Program Anti Pencucian Uang dan Pencegahan Terorisme bagi Bank Perkreditan Rakyat dan Bank Pembiayaan Rakyat Syariah,/id/regulasi/Pages/PBI-tentang-Penerapan-Program-Anti-Pencucian-Uang-dan-Pencegahan-Pendanaan-Terorisme-bagi-BPR-dan-Bank-Pembiayaan.aspx,Peraturan Bank Indonesia tentang Penerapan Program Anti Pencucian Uang dan Pencegahan Terorisme bagi Bank Perkreditan Rakyat dan Bank Pembiayaan Rakyat Syariah,12/ 20 /PBI/2010,Perbankan,"Bank Umum, BPR, Perbankan Syariah",PPBI,2010,Success
Peraturan Bank Indonesia tentang Giro Wajib Minimum Bank Umum pada Bank Indonesia dalam Rupiah dan Valuta Asing,/id/regulasi/Pages/PBI-tentang-Giro-Wajib-Minimum-Bank-Umum-pada-Bank-Indonesia-dalam-Rupiah-dan-Valuta-Asing.aspx,Peraturan Bank Indonesia tentang Giro Wajib Minimum Bank Umum pada Bank Indonesia dalam Rupiah dan Valuta Asing,12/19/PBI/2010,Perbankan,Bank Umum,PPBI,2010,Success
IX. D6. Pengeluaran Saham dengan Nilai Nominal Berbeda Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,/id/regulasi/Pages/BAPEPAM-IXD6-tentang-Pengeluaran-Saham-dengan-Nilai-Nominal-Berbeda.aspx,IX. D6. Pengeluaran Saham dengan Nilai Nominal Berbeda Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,KEP- 432/BL/2010,Pasar Modal,Emiten dan Perusahaan Publik,Klasifikasi Bapepam,2010,Success
"Bentuk, Susunan, dan Penyampaian Laporan Keuangan Triwulanan dan Laporan Kegiatan Usaha Semesteran Perusahaan Pembiayaan Infrastruktur","/id/regulasi/Pages/Bentuk,-Susunan,-dan-Penyampaian-Laporan-Keuangan-Triwulanan-dan-Laporan-Kegiatan-Usaha-Semesteran-Perusahaan-Pembiayaan-In.aspx","​Peraturan Ketua Bapepam-LK Nomor: PER-03/BL/2010 tentang Bentuk, Susunan, dan Penyampaian Laporan Keuangan Triwulanan dan Laporan Kegiatan Usaha Semesteran Perusahaan Pembiayaan Infrastruktur.",PER-03/BL/2010,IKNB,Lembaga Pembiayaan,Peraturan Bapepam,2010,Success
Peraturan Menteri Keuangan Nomor 168/PMK.010/2010 tentang Pemeriksaan Perusahaan Perasuransian,/id/regulasi/Pages/PMK-Nomor-168PMK.010-Tahun-2010-tentang-Pemeriksaan-Perusahaan-Perasuransian.aspx,Peraturan Menteri Keuangan Nomor 168/PMK.010/2010 tentang Pemeriksaan Perusahaan Perasuransian,168/PMK.010/2010,IKNB,Asuransi,Peraturan/Keputusan Mentri,2010,Success
VI. C4. Ketentuan Umum dan Kontrak Perwaliamanatan Efek Bersifat Utang Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal,/id/regulasi/Pages/BAPEPAM-VIC4-tentang-Ketentuan-Umum-dan-Kontrak-Perwaliamanatan-Efek-Bersifat-Utang.aspx,VI. C4. Ketentuan Umum dan Kontrak Perwaliamanatan Efek Bersifat Utang Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal,KEP- 412/BL/2010,Pasar Modal,Lembaga Penunjang Pasar Modal,Klasifikasi Bapepam,2010,Success
Peraturan Menteri Keuangan Republik Indonesia Nomor 153/PMK/010/2010 tentang Kepemilikan Saham dan Permodalan Perusahaan Efek,/id/regulasi/Pages/PERMENKEU-Nomor-153PMK0102010-tentang-Kepemilikan-Saham-dan-Permodalan-Perusahaan-Efek.aspx,Peraturan Menteri Keuangan Republik Indonesia Nomor 153/PMK/010/2010 tentang Kepemilikan Saham dan Permodalan Perusahaan Efek,153 /PMK.010/2010,Pasar Modal,"Bursa Efek, Perusahaan Efek, Wakil Perusahaan Efek",Peraturan/Keputusan Mentri,2010,Success
Peraturan Bank Indonesia tentang Perubahan Ketiga atas Peraturan Bank Indonesia Nomor 5/13/PBI/2003 tentang Posisi Devisa Neto Bank Umum,/id/regulasi/Pages/PBI-tentang-Perubahan-Ketiga-atas-PBI-Nomor-513PBI2003-tentang-Posisi-Devisa-Neto-Bank-Umum.aspx,Peraturan Bank Indonesia tentang Perubahan Ketiga atas Peraturan Bank Indonesia Nomor 5/13/PBI/2003 tentang Posisi Devisa Neto Bank Umu,12/10/PBI/2010,Perbankan,Bank Umum,PPBI,2010,Success
Peraturan Bank Indonesia tentang Prinsip Kehati-hatian dalam Melaksanakan Aktivitas Keagenan Produk Keuangan Luar Negeri oleh Bank Umum,/id/regulasi/Pages/PBI-tentang-Prinsip-Kehati-hatian-dalam-Melaksanakan-Aktivitas-Keagenan-Produk-Keuangan-Luar-Negeri-oleh-Bank-Umum.aspx,Peraturan Bank Indonesia tentang Prinsip Kehati-hatian dalam Melaksanakan Aktivitas Keagenan Produk Keuangan Luar Negeri oleh Bank Umum,12/ 9 /PBI/2010,Perbankan,Bank Umum,PPBI,2010,Success
